year,state_city,rev_total
1977,AK: Anchorage,5342.24
1978,AK: Anchorage,5948.99
1979,AK: Anchorage,6158.68
1980,AK: Anchorage,5654.93
1981,AK: Anchorage,6192.83
1982,AK: Anchorage,6560.51
1983,AK: Anchorage,7382.29
1984,AK: Anchorage,7245.14
1985,AK: Anchorage,8169.09
1986,AK: Anchorage,7279.6
1987,AK: Anchorage,6887.98
1988,AK: Anchorage,6930.81
1989,AK: Anchorage,6598.33
1990,AK: Anchorage,6347.37
1991,AK: Anchorage,6238.52
1992,AK: Anchorage,6054.7
1993,AK: Anchorage,6292.87
1994,AK: Anchorage,5610.68
1995,AK: Anchorage,5550.69
1996,AK: Anchorage,5377.27
1997,AK: Anchorage,5396.31
1998,AK: Anchorage,5824.81
1999,AK: Anchorage,5769.01
2000,AK: Anchorage,5523.35
2001,AK: Anchorage,4831.29
2002,AK: Anchorage,4914.64
2003,AK: Anchorage,4463.29
2004,AK: Anchorage,5007.39
2005,AK: Anchorage,4944.86
2006,AK: Anchorage,5198.61
2007,AK: Anchorage,5708.19
2008,AK: Anchorage,5371.8
2009,AK: Anchorage,5060.77
2010,AK: Anchorage,6036.69
2011,AK: Anchorage,5815.54
2012,AK: Anchorage,5378.15
2013,AK: Anchorage,5694.68
2014,AK: Anchorage,5735.87
2015,AK: Anchorage,6054.78
2016,AK: Anchorage,5778.73
2017,AK: Anchorage,5694.71
1977,AK: Fairbanks,10694.1
1978,AK: Fairbanks,9879.05
1979,AK: Fairbanks,9956.39
1980,AK: Fairbanks,9228.33
1981,AK: Fairbanks,9846.12
1982,AK: Fairbanks,11257.72
1983,AK: Fairbanks,11150.0
1984,AK: Fairbanks,10316.02
1985,AK: Fairbanks,10672.72
1986,AK: Fairbanks,10364.56
1987,AK: Fairbanks,7615.61
1988,AK: Fairbanks,8846.3
1989,AK: Fairbanks,8179.48
1990,AK: Fairbanks,8272.46
1991,AK: Fairbanks,8055.49
1992,AK: Fairbanks,6950.94
1993,AK: Fairbanks,7710.23
1994,AK: Fairbanks,7416.16
1995,AK: Fairbanks,8230.73
1996,AK: Fairbanks,8267.62
1997,AK: Fairbanks,7473.8
1998,AK: Fairbanks,9604.78
1999,AK: Fairbanks,4416.65
2000,AK: Fairbanks,4831.96
2001,AK: Fairbanks,4536.97
2002,AK: Fairbanks,4377.14
2003,AK: Fairbanks,4390.33
2004,AK: Fairbanks,4497.06
2005,AK: Fairbanks,4336.73
2006,AK: Fairbanks,4545.29
2007,AK: Fairbanks,5143.96
2008,AK: Fairbanks,5009.22
2009,AK: Fairbanks,5007.27
2010,AK: Fairbanks,5175.37
2011,AK: Fairbanks,5456.08
2012,AK: Fairbanks,5102.97
2013,AK: Fairbanks,5385.34
2014,AK: Fairbanks,5713.46
2015,AK: Fairbanks,5821.08
2016,AK: Fairbanks,5274.03
2017,AK: Fairbanks,5423.24
1977,AL: Birmingham,3585.56
1978,AL: Birmingham,3812.13
1979,AL: Birmingham,3683.44
1980,AL: Birmingham,3413.75
1981,AL: Birmingham,3354.2
1982,AL: Birmingham,3516.01
1983,AL: Birmingham,3668.42
1984,AL: Birmingham,3659.99
1985,AL: Birmingham,3896.64
1986,AL: Birmingham,4150.77
1987,AL: Birmingham,4045.74
1988,AL: Birmingham,4016.52
1989,AL: Birmingham,4125.39
1990,AL: Birmingham,4052.27
1991,AL: Birmingham,4374.01
1992,AL: Birmingham,4571.33
1993,AL: Birmingham,4636.35
1994,AL: Birmingham,5268.56
1995,AL: Birmingham,4875.46
1996,AL: Birmingham,5154.33
1997,AL: Birmingham,5585.54
1998,AL: Birmingham,5564.27
1999,AL: Birmingham,6134.56
2000,AL: Birmingham,6436.31
2001,AL: Birmingham,5770.04
2002,AL: Birmingham,5742.95
2003,AL: Birmingham,5949.65
2004,AL: Birmingham,6876.52
2005,AL: Birmingham,6578.95
2006,AL: Birmingham,6749.7
2007,AL: Birmingham,7933.48
2008,AL: Birmingham,7361.39
2009,AL: Birmingham,5679.5
2010,AL: Birmingham,7507.57
2011,AL: Birmingham,7100.4
2012,AL: Birmingham,6492.59
2013,AL: Birmingham,6695.74
2014,AL: Birmingham,6885.65
2015,AL: Birmingham,6354.02
2016,AL: Birmingham,6126.37
2017,AL: Birmingham,6670.57
1977,AL: Gadsden,2110.24
1978,AL: Gadsden,2421.5
1979,AL: Gadsden,2495.91
1980,AL: Gadsden,2319.35
1981,AL: Gadsden,2498.66
1982,AL: Gadsden,2384.69
1983,AL: Gadsden,2309.93
1984,AL: Gadsden,2330.34
1985,AL: Gadsden,2368.06
1986,AL: Gadsden,2650.2
1987,AL: Gadsden,2757.02
1988,AL: Gadsden,2621.24
1989,AL: Gadsden,2898.31
1990,AL: Gadsden,2940.73
1991,AL: Gadsden,2977.34
1992,AL: Gadsden,3021.49
1993,AL: Gadsden,3147.13
1994,AL: Gadsden,3384.66
1995,AL: Gadsden,3494.08
1996,AL: Gadsden,3827.42
1997,AL: Gadsden,3951.75
1998,AL: Gadsden,3848.75
1999,AL: Gadsden,3879.97
2000,AL: Gadsden,3736.86
2001,AL: Gadsden,3641.07
2002,AL: Gadsden,3808.26
2003,AL: Gadsden,3893.64
2004,AL: Gadsden,3825.04
2005,AL: Gadsden,4270.66
2006,AL: Gadsden,4264.57
2007,AL: Gadsden,4219.27
2008,AL: Gadsden,4278.5
2009,AL: Gadsden,4207.84
2010,AL: Gadsden,4127.39
2011,AL: Gadsden,4206.43
2012,AL: Gadsden,4126.93
2013,AL: Gadsden,4065.97
2014,AL: Gadsden,4149.56
2015,AL: Gadsden,4188.96
2016,AL: Gadsden,4346.04
2017,AL: Gadsden,4286.06
1977,AL: Mobile,2422.69
1978,AL: Mobile,2409.94
1979,AL: Mobile,2518.27
1980,AL: Mobile,2332.95
1981,AL: Mobile,2400.45
1982,AL: Mobile,2150.92
1983,AL: Mobile,2387.97
1984,AL: Mobile,2603.32
1985,AL: Mobile,2595.23
1986,AL: Mobile,2820.75
1987,AL: Mobile,2765.19
1988,AL: Mobile,2722.92
1989,AL: Mobile,2693.69
1990,AL: Mobile,2753.07
1991,AL: Mobile,2886.45
1992,AL: Mobile,3158.53
1993,AL: Mobile,3231.35
1994,AL: Mobile,3498.45
1995,AL: Mobile,3547.34
1996,AL: Mobile,3629.53
1997,AL: Mobile,3801.82
1998,AL: Mobile,3880.23
1999,AL: Mobile,4005.37
2000,AL: Mobile,4109.46
2001,AL: Mobile,4024.95
2002,AL: Mobile,4388.37
2003,AL: Mobile,4402.64
2004,AL: Mobile,4312.63
2005,AL: Mobile,4339.62
2006,AL: Mobile,4584.96
2007,AL: Mobile,4994.42
2008,AL: Mobile,4557.87
2009,AL: Mobile,4569.51
2010,AL: Mobile,4960.42
2011,AL: Mobile,4789.89
2012,AL: Mobile,4584.39
2013,AL: Mobile,4182.53
2014,AL: Mobile,4118.75
2015,AL: Mobile,4328.34
2016,AL: Mobile,4614.48
2017,AL: Mobile,4735.96
1977,AL: Montgomery,2404.86
1978,AL: Montgomery,2414.52
1979,AL: Montgomery,2339.53
1980,AL: Montgomery,2208.98
1981,AL: Montgomery,2120.81
1982,AL: Montgomery,2121.56
1983,AL: Montgomery,2114.06
1984,AL: Montgomery,2187.77
1985,AL: Montgomery,2354.9
1986,AL: Montgomery,2406.48
1987,AL: Montgomery,2383.85
1988,AL: Montgomery,2455.5
1989,AL: Montgomery,2606.06
1990,AL: Montgomery,2484.31
1991,AL: Montgomery,2619.75
1992,AL: Montgomery,2571.43
1993,AL: Montgomery,2540.74
1994,AL: Montgomery,2636.71
1995,AL: Montgomery,2722.65
1996,AL: Montgomery,2853.59
1997,AL: Montgomery,3122.13
1998,AL: Montgomery,3186.76
1999,AL: Montgomery,3234.44
2000,AL: Montgomery,3420.62
2001,AL: Montgomery,3330.29
2002,AL: Montgomery,3355.51
2003,AL: Montgomery,3036.46
2004,AL: Montgomery,3783.34
2005,AL: Montgomery,3630.02
2006,AL: Montgomery,3709.05
2007,AL: Montgomery,3453.19
2008,AL: Montgomery,3533.33
2009,AL: Montgomery,2920.61
2010,AL: Montgomery,4856.22
2011,AL: Montgomery,4779.88
2012,AL: Montgomery,5013.03
2013,AL: Montgomery,5112.16
2014,AL: Montgomery,5267.98
2015,AL: Montgomery,5316.69
2016,AL: Montgomery,5305.47
2017,AL: Montgomery,5467.05
1977,AR: Ft. Smith,1974.81
1978,AR: Ft. Smith,2102.94
1979,AR: Ft. Smith,2014.04
1980,AR: Ft. Smith,1907.19
1981,AR: Ft. Smith,1994.07
1982,AR: Ft. Smith,1910.02
1983,AR: Ft. Smith,1980.84
1984,AR: Ft. Smith,1924.1
1985,AR: Ft. Smith,2125.7
1986,AR: Ft. Smith,2105.88
1987,AR: Ft. Smith,2359.64
1988,AR: Ft. Smith,2505.89
1989,AR: Ft. Smith,2455.88
1990,AR: Ft. Smith,2314.06
1991,AR: Ft. Smith,2364.94
1992,AR: Ft. Smith,2467.82
1993,AR: Ft. Smith,2665.97
1994,AR: Ft. Smith,2662.39
1995,AR: Ft. Smith,2503.12
1996,AR: Ft. Smith,2672.44
1997,AR: Ft. Smith,3008.26
1998,AR: Ft. Smith,2925.15
1999,AR: Ft. Smith,3221.75
2000,AR: Ft. Smith,3695.31
2001,AR: Ft. Smith,3449.48
2002,AR: Ft. Smith,3668.82
2003,AR: Ft. Smith,3942.49
2004,AR: Ft. Smith,4045.55
2005,AR: Ft. Smith,4123.72
2006,AR: Ft. Smith,4167.45
2007,AR: Ft. Smith,4325.2
2008,AR: Ft. Smith,4256.06
2009,AR: Ft. Smith,4657.97
2010,AR: Ft. Smith,4550.86
2011,AR: Ft. Smith,4350.13
2012,AR: Ft. Smith,4248.26
2013,AR: Ft. Smith,4169.63
2014,AR: Ft. Smith,4432.31
2015,AR: Ft. Smith,4399.63
2016,AR: Ft. Smith,4545.83
2017,AR: Ft. Smith,4747.42
1977,AR: Little Rock,2595.48
1978,AR: Little Rock,2603.06
1979,AR: Little Rock,2569.56
1980,AR: Little Rock,2339.04
1981,AR: Little Rock,2571.07
1982,AR: Little Rock,2590.97
1983,AR: Little Rock,2693.5
1984,AR: Little Rock,2740.33
1985,AR: Little Rock,2817.22
1986,AR: Little Rock,2848.45
1987,AR: Little Rock,2675.62
1988,AR: Little Rock,2807.46
1989,AR: Little Rock,2892.53
1990,AR: Little Rock,3091.79
1991,AR: Little Rock,3367.93
1992,AR: Little Rock,3473.37
1993,AR: Little Rock,3409.55
1994,AR: Little Rock,3145.21
1995,AR: Little Rock,3032.02
1996,AR: Little Rock,3294.69
1997,AR: Little Rock,3699.95
1998,AR: Little Rock,3680.0
1999,AR: Little Rock,3796.28
2000,AR: Little Rock,3908.17
2001,AR: Little Rock,3694.8
2002,AR: Little Rock,3948.23
2003,AR: Little Rock,4158.97
2004,AR: Little Rock,4067.17
2005,AR: Little Rock,4190.01
2006,AR: Little Rock,4315.05
2007,AR: Little Rock,4545.46
2008,AR: Little Rock,4554.77
2009,AR: Little Rock,4410.67
2010,AR: Little Rock,4498.93
2011,AR: Little Rock,4696.62
2012,AR: Little Rock,4756.53
2013,AR: Little Rock,4813.39
2014,AR: Little Rock,4777.35
2015,AR: Little Rock,4599.33
2016,AR: Little Rock,4673.61
2017,AR: Little Rock,4631.25
1977,AR: Pine Bluff,1843.03
1978,AR: Pine Bluff,1838.35
1979,AR: Pine Bluff,1815.43
1980,AR: Pine Bluff,1807.27
1981,AR: Pine Bluff,2172.49
1982,AR: Pine Bluff,2038.74
1983,AR: Pine Bluff,2445.32
1984,AR: Pine Bluff,2329.46
1985,AR: Pine Bluff,2595.27
1986,AR: Pine Bluff,2622.99
1987,AR: Pine Bluff,2777.92
1988,AR: Pine Bluff,2381.3
1989,AR: Pine Bluff,2272.23
1990,AR: Pine Bluff,2375.27
1991,AR: Pine Bluff,2333.55
1992,AR: Pine Bluff,2479.78
1993,AR: Pine Bluff,2406.95
1994,AR: Pine Bluff,2527.51
1995,AR: Pine Bluff,2580.64
1996,AR: Pine Bluff,2497.84
1997,AR: Pine Bluff,2945.59
1998,AR: Pine Bluff,2933.19
1999,AR: Pine Bluff,3014.06
2000,AR: Pine Bluff,3076.21
2001,AR: Pine Bluff,3029.23
2002,AR: Pine Bluff,2858.38
2003,AR: Pine Bluff,2886.58
2004,AR: Pine Bluff,2859.5
2005,AR: Pine Bluff,3248.95
2006,AR: Pine Bluff,3333.69
2007,AR: Pine Bluff,3427.41
2008,AR: Pine Bluff,3554.44
2009,AR: Pine Bluff,3321.42
2010,AR: Pine Bluff,3468.13
2011,AR: Pine Bluff,3516.77
2012,AR: Pine Bluff,3262.92
2013,AR: Pine Bluff,3320.9
2014,AR: Pine Bluff,3422.23
2015,AR: Pine Bluff,3475.46
2016,AR: Pine Bluff,3336.86
2017,AR: Pine Bluff,3418.23
1977,AZ: Mesa,4141.52
1978,AZ: Mesa,4486.91
1979,AZ: Mesa,4393.78
1980,AZ: Mesa,4353.79
1981,AZ: Mesa,4267.93
1982,AZ: Mesa,4464.88
1983,AZ: Mesa,5094.93
1984,AZ: Mesa,4826.78
1985,AZ: Mesa,5143.63
1986,AZ: Mesa,5559.73
1987,AZ: Mesa,5138.38
1988,AZ: Mesa,4961.98
1989,AZ: Mesa,5027.05
1990,AZ: Mesa,4904.38
1991,AZ: Mesa,4907.19
1992,AZ: Mesa,5004.69
1993,AZ: Mesa,4734.49
1994,AZ: Mesa,4708.88
1995,AZ: Mesa,4596.84
1996,AZ: Mesa,4545.16
1997,AZ: Mesa,4681.23
1998,AZ: Mesa,4805.49
1999,AZ: Mesa,5015.66
2000,AZ: Mesa,5045.56
2001,AZ: Mesa,5476.41
2002,AZ: Mesa,5038.57
2003,AZ: Mesa,5097.67
2004,AZ: Mesa,5145.45
2005,AZ: Mesa,5260.31
2006,AZ: Mesa,5276.16
2007,AZ: Mesa,5274.4
2008,AZ: Mesa,5171.52
2009,AZ: Mesa,4853.5
2010,AZ: Mesa,4771.28
2011,AZ: Mesa,4599.06
2012,AZ: Mesa,4369.96
2013,AZ: Mesa,4304.62
2014,AZ: Mesa,4304.89
2015,AZ: Mesa,4211.31
2016,AZ: Mesa,4128.48
2017,AZ: Mesa,4211.62
1977,AZ: Phoenix,4298.08
1978,AZ: Phoenix,4745.1
1979,AZ: Phoenix,4504.01
1980,AZ: Phoenix,4393.8
1981,AZ: Phoenix,4355.33
1982,AZ: Phoenix,4578.89
1983,AZ: Phoenix,5020.55
1984,AZ: Phoenix,4869.22
1985,AZ: Phoenix,5234.9
1986,AZ: Phoenix,5627.47
1987,AZ: Phoenix,5379.19
1988,AZ: Phoenix,5315.68
1989,AZ: Phoenix,5429.73
1990,AZ: Phoenix,5452.33
1991,AZ: Phoenix,5444.2
1992,AZ: Phoenix,5314.05
1993,AZ: Phoenix,5217.09
1994,AZ: Phoenix,5220.21
1995,AZ: Phoenix,5211.24
1996,AZ: Phoenix,5158.05
1997,AZ: Phoenix,5241.41
1998,AZ: Phoenix,5444.73
1999,AZ: Phoenix,5497.42
2000,AZ: Phoenix,5652.14
2001,AZ: Phoenix,6204.41
2002,AZ: Phoenix,5815.6
2003,AZ: Phoenix,5959.67
2004,AZ: Phoenix,6214.17
2005,AZ: Phoenix,6255.33
2006,AZ: Phoenix,6344.15
2007,AZ: Phoenix,6530.57
2008,AZ: Phoenix,6153.13
2009,AZ: Phoenix,5652.48
2010,AZ: Phoenix,6100.19
2011,AZ: Phoenix,5891.85
2012,AZ: Phoenix,5322.46
2013,AZ: Phoenix,5326.97
2014,AZ: Phoenix,5406.69
2015,AZ: Phoenix,5066.11
2016,AZ: Phoenix,5022.39
2017,AZ: Phoenix,5250.83
1977,AZ: Tucson,3708.89
1978,AZ: Tucson,3668.8
1979,AZ: Tucson,3965.5
1980,AZ: Tucson,3474.53
1981,AZ: Tucson,3684.26
1982,AZ: Tucson,3551.92
1983,AZ: Tucson,3927.73
1984,AZ: Tucson,4132.79
1985,AZ: Tucson,4541.18
1986,AZ: Tucson,4917.97
1987,AZ: Tucson,4958.16
1988,AZ: Tucson,4714.14
1989,AZ: Tucson,4706.71
1990,AZ: Tucson,4639.96
1991,AZ: Tucson,4555.8
1992,AZ: Tucson,4324.16
1993,AZ: Tucson,4333.06
1994,AZ: Tucson,4439.66
1995,AZ: Tucson,4413.04
1996,AZ: Tucson,4365.18
1997,AZ: Tucson,4565.58
1998,AZ: Tucson,4488.93
1999,AZ: Tucson,4641.51
2000,AZ: Tucson,4564.58
2001,AZ: Tucson,4861.34
2002,AZ: Tucson,4687.09
2003,AZ: Tucson,4924.5
2004,AZ: Tucson,5060.04
2005,AZ: Tucson,5109.9
2006,AZ: Tucson,5202.96
2007,AZ: Tucson,5273.25
2008,AZ: Tucson,5261.22
2009,AZ: Tucson,4583.62
2010,AZ: Tucson,4977.91
2011,AZ: Tucson,4920.7
2012,AZ: Tucson,4268.48
2013,AZ: Tucson,4477.58
2014,AZ: Tucson,4537.7
2015,AZ: Tucson,4520.9
2016,AZ: Tucson,4310.87
2017,AZ: Tucson,4297.54
1977,CA: Anaheim,4996.81
1978,CA: Anaheim,5196.25
1979,CA: Anaheim,4566.6
1980,CA: Anaheim,4196.1
1981,CA: Anaheim,4604.81
1982,CA: Anaheim,4896.65
1983,CA: Anaheim,4946.46
1984,CA: Anaheim,5144.13
1985,CA: Anaheim,5667.75
1986,CA: Anaheim,5958.32
1987,CA: Anaheim,5995.82
1988,CA: Anaheim,6061.24
1989,CA: Anaheim,6329.2
1990,CA: Anaheim,6506.71
1991,CA: Anaheim,6510.46
1992,CA: Anaheim,6403.74
1993,CA: Anaheim,6438.82
1994,CA: Anaheim,6292.08
1995,CA: Anaheim,6070.97
1996,CA: Anaheim,6211.16
1997,CA: Anaheim,6293.58
1998,CA: Anaheim,6391.43
1999,CA: Anaheim,6458.29
2000,CA: Anaheim,6518.56
2001,CA: Anaheim,7515.41
2002,CA: Anaheim,7317.15
2003,CA: Anaheim,6827.61
2004,CA: Anaheim,7554.71
2005,CA: Anaheim,7544.64
2006,CA: Anaheim,7739.04
2007,CA: Anaheim,8242.45
2008,CA: Anaheim,8592.48
2009,CA: Anaheim,8459.71
2010,CA: Anaheim,7970.93
2011,CA: Anaheim,7656.44
2012,CA: Anaheim,7535.46
2013,CA: Anaheim,7694.84
2014,CA: Anaheim,7830.23
2015,CA: Anaheim,8124.94
2016,CA: Anaheim,7962.02
2017,CA: Anaheim,8254.04
1977,CA: Bakersfield,5439.49
1978,CA: Bakersfield,5724.66
1979,CA: Bakersfield,4932.23
1980,CA: Bakersfield,4558.83
1981,CA: Bakersfield,4295.38
1982,CA: Bakersfield,4399.79
1983,CA: Bakersfield,4347.68
1984,CA: Bakersfield,4580.29
1985,CA: Bakersfield,5030.3
1986,CA: Bakersfield,5793.23
1987,CA: Bakersfield,5684.38
1988,CA: Bakersfield,5621.01
1989,CA: Bakersfield,5656.36
1990,CA: Bakersfield,5806.3
1991,CA: Bakersfield,5669.28
1992,CA: Bakersfield,5924.88
1993,CA: Bakersfield,5744.59
1994,CA: Bakersfield,5588.89
1995,CA: Bakersfield,5340.15
1996,CA: Bakersfield,5408.93
1997,CA: Bakersfield,6132.34
1998,CA: Bakersfield,6132.0
1999,CA: Bakersfield,6267.45
2000,CA: Bakersfield,6661.73
2001,CA: Bakersfield,6846.19
2002,CA: Bakersfield,7138.8
2003,CA: Bakersfield,6768.31
2004,CA: Bakersfield,7019.84
2005,CA: Bakersfield,6860.82
2006,CA: Bakersfield,6911.57
2007,CA: Bakersfield,8058.05
2008,CA: Bakersfield,6871.17
2009,CA: Bakersfield,6318.17
2010,CA: Bakersfield,6911.18
2011,CA: Bakersfield,6901.89
2012,CA: Bakersfield,6007.74
2013,CA: Bakersfield,6207.61
2014,CA: Bakersfield,6422.41
2015,CA: Bakersfield,6323.25
2016,CA: Bakersfield,6505.84
2017,CA: Bakersfield,6649.22
1977,CA: Fremont,4402.78
1978,CA: Fremont,4579.86
1979,CA: Fremont,3952.9
1980,CA: Fremont,3793.66
1981,CA: Fremont,3788.53
1982,CA: Fremont,3866.73
1983,CA: Fremont,3753.66
1984,CA: Fremont,4066.44
1985,CA: Fremont,4277.51
1986,CA: Fremont,5363.16
1987,CA: Fremont,5412.44
1988,CA: Fremont,4468.95
1989,CA: Fremont,4699.63
1990,CA: Fremont,4721.26
1991,CA: Fremont,4628.6
1992,CA: Fremont,4885.84
1993,CA: Fremont,4800.3
1994,CA: Fremont,4748.43
1995,CA: Fremont,4806.14
1996,CA: Fremont,4776.22
1997,CA: Fremont,5304.43
1998,CA: Fremont,5554.59
1999,CA: Fremont,5549.51
2000,CA: Fremont,5999.32
2001,CA: Fremont,6139.78
2002,CA: Fremont,5643.51
2003,CA: Fremont,5743.75
2004,CA: Fremont,6671.35
2005,CA: Fremont,6679.68
2006,CA: Fremont,6733.48
2007,CA: Fremont,7655.69
2008,CA: Fremont,7336.08
2009,CA: Fremont,5796.17
2010,CA: Fremont,6996.9
2011,CA: Fremont,6851.53
2012,CA: Fremont,6130.51
2013,CA: Fremont,6628.93
2014,CA: Fremont,6900.48
2015,CA: Fremont,6665.83
2016,CA: Fremont,7111.12
2017,CA: Fremont,7257.05
1977,CA: Fresno,5231.5
1978,CA: Fresno,5386.17
1979,CA: Fresno,4861.58
1980,CA: Fresno,4681.34
1981,CA: Fresno,4702.8
1982,CA: Fresno,4592.1
1983,CA: Fresno,4519.92
1984,CA: Fresno,4602.97
1985,CA: Fresno,4829.66
1986,CA: Fresno,5316.7
1987,CA: Fresno,5668.75
1988,CA: Fresno,5717.01
1989,CA: Fresno,5536.34
1990,CA: Fresno,5764.16
1991,CA: Fresno,5705.64
1992,CA: Fresno,5847.03
1993,CA: Fresno,5675.36
1994,CA: Fresno,5725.99
1995,CA: Fresno,5607.44
1996,CA: Fresno,6069.34
1997,CA: Fresno,6014.71
1998,CA: Fresno,5781.97
1999,CA: Fresno,6183.83
2000,CA: Fresno,6522.62
2001,CA: Fresno,5870.82
2002,CA: Fresno,5754.75
2003,CA: Fresno,6365.66
2004,CA: Fresno,6964.84
2005,CA: Fresno,6612.39
2006,CA: Fresno,6919.05
2007,CA: Fresno,7783.5
2008,CA: Fresno,5801.54
2009,CA: Fresno,2342.23
2010,CA: Fresno,7214.73
2011,CA: Fresno,7086.99
2012,CA: Fresno,6209.18
2013,CA: Fresno,6832.61
2014,CA: Fresno,7856.78
2015,CA: Fresno,7336.68
2016,CA: Fresno,7191.15
2017,CA: Fresno,8582.44
1977,CA: Huntington Beach,4031.89
1978,CA: Huntington Beach,4048.91
1979,CA: Huntington Beach,3393.79
1980,CA: Huntington Beach,3258.81
1981,CA: Huntington Beach,3258.3
1982,CA: Huntington Beach,3116.16
1983,CA: Huntington Beach,3262.22
1984,CA: Huntington Beach,3420.56
1985,CA: Huntington Beach,3554.39
1986,CA: Huntington Beach,3789.09
1987,CA: Huntington Beach,3999.57
1988,CA: Huntington Beach,4013.87
1989,CA: Huntington Beach,4197.47
1990,CA: Huntington Beach,4315.71
1991,CA: Huntington Beach,4295.62
1992,CA: Huntington Beach,4372.08
1993,CA: Huntington Beach,4346.77
1994,CA: Huntington Beach,4658.01
1995,CA: Huntington Beach,4203.53
1996,CA: Huntington Beach,4190.43
1997,CA: Huntington Beach,4349.64
1998,CA: Huntington Beach,4482.85
1999,CA: Huntington Beach,4489.62
2000,CA: Huntington Beach,4646.35
2001,CA: Huntington Beach,5397.92
2002,CA: Huntington Beach,5238.24
2003,CA: Huntington Beach,4949.81
2004,CA: Huntington Beach,5425.99
2005,CA: Huntington Beach,5501.25
2006,CA: Huntington Beach,5767.49
2007,CA: Huntington Beach,6039.38
2008,CA: Huntington Beach,5965.68
2009,CA: Huntington Beach,5885.13
2010,CA: Huntington Beach,5511.26
2011,CA: Huntington Beach,5265.3
2012,CA: Huntington Beach,5090.53
2013,CA: Huntington Beach,5349.55
2014,CA: Huntington Beach,5443.82
2015,CA: Huntington Beach,5514.45
2016,CA: Huntington Beach,5310.69
2017,CA: Huntington Beach,5643.16
1977,CA: Long Beach,5338.23
1978,CA: Long Beach,5648.13
1979,CA: Long Beach,5191.58
1980,CA: Long Beach,5443.13
1981,CA: Long Beach,5943.23
1982,CA: Long Beach,5888.14
1983,CA: Long Beach,6152.7
1984,CA: Long Beach,6170.34
1985,CA: Long Beach,6546.87
1986,CA: Long Beach,6801.55
1987,CA: Long Beach,6430.81
1988,CA: Long Beach,6475.33
1989,CA: Long Beach,6684.67
1990,CA: Long Beach,7006.49
1991,CA: Long Beach,6714.59
1992,CA: Long Beach,7028.55
1993,CA: Long Beach,6841.23
1994,CA: Long Beach,6924.36
1995,CA: Long Beach,6878.3
1996,CA: Long Beach,7652.44
1997,CA: Long Beach,8027.82
1998,CA: Long Beach,8072.25
1999,CA: Long Beach,7872.6
2000,CA: Long Beach,8073.95
2001,CA: Long Beach,7808.82
2002,CA: Long Beach,7661.65
2003,CA: Long Beach,8227.12
2004,CA: Long Beach,8624.01
2005,CA: Long Beach,9268.45
2006,CA: Long Beach,9264.23
2007,CA: Long Beach,10141.67
2008,CA: Long Beach,9106.62
2009,CA: Long Beach,8281.01
2010,CA: Long Beach,9821.38
2011,CA: Long Beach,9924.73
2012,CA: Long Beach,9099.72
2013,CA: Long Beach,9250.12
2014,CA: Long Beach,9656.71
2015,CA: Long Beach,9183.69
2016,CA: Long Beach,8795.12
2017,CA: Long Beach,9483.8
1977,CA: Los Angeles,6149.78
1978,CA: Los Angeles,6520.58
1979,CA: Los Angeles,5898.91
1980,CA: Los Angeles,5690.98
1981,CA: Los Angeles,5998.31
1982,CA: Los Angeles,5660.03
1983,CA: Los Angeles,5639.22
1984,CA: Los Angeles,5906.73
1985,CA: Los Angeles,6281.36
1986,CA: Los Angeles,6895.59
1987,CA: Los Angeles,7012.67
1988,CA: Los Angeles,7006.45
1989,CA: Los Angeles,7406.88
1990,CA: Los Angeles,7689.02
1991,CA: Los Angeles,7362.22
1992,CA: Los Angeles,7871.32
1993,CA: Los Angeles,7452.68
1994,CA: Los Angeles,7621.76
1995,CA: Los Angeles,7410.81
1996,CA: Los Angeles,7950.73
1997,CA: Los Angeles,8501.99
1998,CA: Los Angeles,8895.36
1999,CA: Los Angeles,8684.69
2000,CA: Los Angeles,9352.21
2001,CA: Los Angeles,9204.4
2002,CA: Los Angeles,7612.39
2003,CA: Los Angeles,8765.91
2004,CA: Los Angeles,10003.14
2005,CA: Los Angeles,9648.17
2006,CA: Los Angeles,10201.79
2007,CA: Los Angeles,11693.75
2008,CA: Los Angeles,8830.0
2009,CA: Los Angeles,6935.52
2010,CA: Los Angeles,10819.4
2011,CA: Los Angeles,11611.34
2012,CA: Los Angeles,8833.6
2013,CA: Los Angeles,10412.29
2014,CA: Los Angeles,11292.47
2015,CA: Los Angeles,9857.99
2016,CA: Los Angeles,9824.11
2017,CA: Los Angeles,11604.78
1977,CA: Modesto,5327.57
1978,CA: Modesto,5643.84
1979,CA: Modesto,5124.37
1980,CA: Modesto,4492.48
1981,CA: Modesto,4617.34
1982,CA: Modesto,4551.04
1983,CA: Modesto,4455.16
1984,CA: Modesto,4693.38
1985,CA: Modesto,5845.53
1986,CA: Modesto,6288.61
1987,CA: Modesto,5739.43
1988,CA: Modesto,6124.26
1989,CA: Modesto,6382.48
1990,CA: Modesto,6478.34
1991,CA: Modesto,6096.26
1992,CA: Modesto,6044.55
1993,CA: Modesto,5632.29
1994,CA: Modesto,5903.64
1995,CA: Modesto,5801.52
1996,CA: Modesto,6191.59
1997,CA: Modesto,6685.5
1998,CA: Modesto,7126.21
1999,CA: Modesto,7177.4
2000,CA: Modesto,7359.69
2001,CA: Modesto,8141.67
2002,CA: Modesto,9213.85
2003,CA: Modesto,8106.94
2004,CA: Modesto,7665.57
