year,state_city,rev_total
1980,PA: Mckeesport,3028.83
1981,PA: Mckeesport,3175.63
1982,PA: Mckeesport,3291.45
1983,PA: Mckeesport,3478.39
1984,PA: Mckeesport,3610.91
1985,PA: Mckeesport,3688.47
1986,PA: Mckeesport,3804.62
1987,PA: Mckeesport,3857.57
1988,PA: Mckeesport,3880.38
1989,PA: Mckeesport,4010.49
1990,PA: Mckeesport,4119.76
1991,PA: Mckeesport,4223.96
1992,PA: Mckeesport,4259.72
1993,PA: Mckeesport,4410.8
1994,PA: Mckeesport,4664.45
1995,PA: Mckeesport,5083.26
1996,PA: Mckeesport,5170.82
1997,PA: Mckeesport,5403.36
1998,PA: Mckeesport,5427.18
1999,PA: Mckeesport,5407.88
2000,PA: Mckeesport,5609.39
2001,PA: Mckeesport,5839.42
2002,PA: Mckeesport,5771.51
2003,PA: Mckeesport,5807.11
2004,PA: Mckeesport,6030.52
2005,PA: Mckeesport,6135.68
2006,PA: Mckeesport,6399.73
2007,PA: Mckeesport,6665.03
2008,PA: Mckeesport,6481.43
2009,PA: Mckeesport,5885.97
2010,PA: Mckeesport,6811.94
2011,PA: Mckeesport,6685.49
2012,PA: Mckeesport,6098.73
2013,PA: Mckeesport,6084.11
2014,PA: Mckeesport,6084.37
2015,PA: Mckeesport,5828.43
2016,PA: Mckeesport,6013.11
2017,PA: Mckeesport,6368.07
1977,PA: Philadelphia,4503.7
1978,PA: Philadelphia,4670.69
1979,PA: Philadelphia,4590.01
1980,PA: Philadelphia,4908.91
1981,PA: Philadelphia,4919.94
1982,PA: Philadelphia,5011.43
1983,PA: Philadelphia,5288.95
1984,PA: Philadelphia,5422.32
1985,PA: Philadelphia,5480.04
1986,PA: Philadelphia,5807.43
1987,PA: Philadelphia,5797.26
1988,PA: Philadelphia,5950.53
1989,PA: Philadelphia,5984.76
1990,PA: Philadelphia,6024.86
1991,PA: Philadelphia,6049.8
1992,PA: Philadelphia,6094.87
1993,PA: Philadelphia,7007.9
1994,PA: Philadelphia,6515.82
1995,PA: Philadelphia,6416.65
1996,PA: Philadelphia,6787.69
1997,PA: Philadelphia,7114.7
1998,PA: Philadelphia,7598.39
1999,PA: Philadelphia,7754.07
2000,PA: Philadelphia,7567.46
2001,PA: Philadelphia,7364.87
2002,PA: Philadelphia,7463.06
2003,PA: Philadelphia,7991.1
2004,PA: Philadelphia,8668.61
2005,PA: Philadelphia,8880.56
2006,PA: Philadelphia,8881.3
2007,PA: Philadelphia,9059.62
2008,PA: Philadelphia,8459.48
2009,PA: Philadelphia,7603.34
2010,PA: Philadelphia,9088.89
2011,PA: Philadelphia,8773.12
2012,PA: Philadelphia,8740.51
2013,PA: Philadelphia,8343.71
2014,PA: Philadelphia,8350.7
2015,PA: Philadelphia,8285.37
2016,PA: Philadelphia,8411.88
2017,PA: Philadelphia,8359.95
1977,PA: Pittsburgh,3653.2
1978,PA: Pittsburgh,3938.85
1979,PA: Pittsburgh,4078.83
1980,PA: Pittsburgh,4282.91
1981,PA: Pittsburgh,4215.19
1982,PA: Pittsburgh,4322.36
1983,PA: Pittsburgh,4583.6
1984,PA: Pittsburgh,4684.38
1985,PA: Pittsburgh,5236.24
1986,PA: Pittsburgh,5481.06
1987,PA: Pittsburgh,5574.74
1988,PA: Pittsburgh,5525.65
1989,PA: Pittsburgh,5737.63
1990,PA: Pittsburgh,5574.12
1991,PA: Pittsburgh,5639.17
1992,PA: Pittsburgh,5694.13
1993,PA: Pittsburgh,6003.25
1994,PA: Pittsburgh,5855.09
1995,PA: Pittsburgh,6049.27
1996,PA: Pittsburgh,6280.79
1997,PA: Pittsburgh,6610.85
1998,PA: Pittsburgh,6709.47
1999,PA: Pittsburgh,6606.26
2000,PA: Pittsburgh,7180.8
2001,PA: Pittsburgh,7556.66
2002,PA: Pittsburgh,7577.87
2003,PA: Pittsburgh,7471.66
2004,PA: Pittsburgh,7454.67
2005,PA: Pittsburgh,7603.94
2006,PA: Pittsburgh,7900.65
2007,PA: Pittsburgh,8267.79
2008,PA: Pittsburgh,8195.41
2009,PA: Pittsburgh,7750.96
2010,PA: Pittsburgh,8317.18
2011,PA: Pittsburgh,8015.63
2012,PA: Pittsburgh,7815.06
2013,PA: Pittsburgh,7631.98
2014,PA: Pittsburgh,7666.25
2015,PA: Pittsburgh,7367.68
2016,PA: Pittsburgh,7586.02
2017,PA: Pittsburgh,7959.82
1977,PA: Reading,3055.74
1978,PA: Reading,3145.2
1979,PA: Reading,3302.96
1980,PA: Reading,2914.15
1981,PA: Reading,2910.11
1982,PA: Reading,3000.58
1983,PA: Reading,3387.69
1984,PA: Reading,3508.17
1985,PA: Reading,3732.29
1986,PA: Reading,3770.33
1987,PA: Reading,4073.57
1988,PA: Reading,3805.99
1989,PA: Reading,3955.16
1990,PA: Reading,3829.16
1991,PA: Reading,3899.29
1992,PA: Reading,3941.0
1993,PA: Reading,3874.25
1994,PA: Reading,4045.65
1995,PA: Reading,4357.13
1996,PA: Reading,4486.71
1997,PA: Reading,4496.06
1998,PA: Reading,4395.48
1999,PA: Reading,4443.12
2000,PA: Reading,4449.76
2001,PA: Reading,4781.36
2002,PA: Reading,4646.56
2003,PA: Reading,4896.19
2004,PA: Reading,5451.06
2005,PA: Reading,5559.9
2006,PA: Reading,5757.92
2007,PA: Reading,5984.47
2008,PA: Reading,5755.63
2009,PA: Reading,4939.61
2010,PA: Reading,6402.59
2011,PA: Reading,6349.34
2012,PA: Reading,6293.99
2013,PA: Reading,6163.98
2014,PA: Reading,6658.93
2015,PA: Reading,6810.4
2016,PA: Reading,6382.42
2017,PA: Reading,6781.18
1977,PA: Scranton,2459.6
1978,PA: Scranton,2762.73
1979,PA: Scranton,2864.8
1980,PA: Scranton,2625.41
1981,PA: Scranton,2515.28
1982,PA: Scranton,2353.84
1983,PA: Scranton,2431.33
1984,PA: Scranton,2698.37
1985,PA: Scranton,2549.7
1986,PA: Scranton,2649.63
1987,PA: Scranton,2670.23
1988,PA: Scranton,2597.86
1989,PA: Scranton,2657.86
1990,PA: Scranton,2765.23
1991,PA: Scranton,2942.08
1992,PA: Scranton,3027.27
1993,PA: Scranton,3126.49
1994,PA: Scranton,3600.07
1995,PA: Scranton,3242.74
1996,PA: Scranton,3386.5
1997,PA: Scranton,3269.67
1998,PA: Scranton,3559.69
1999,PA: Scranton,3663.85
2000,PA: Scranton,3623.33
2001,PA: Scranton,3889.42
2002,PA: Scranton,3709.21
2003,PA: Scranton,3800.05
2004,PA: Scranton,4671.05
2005,PA: Scranton,4215.65
2006,PA: Scranton,4366.5
2007,PA: Scranton,4470.29
2008,PA: Scranton,4444.19
2009,PA: Scranton,3720.09
2010,PA: Scranton,4451.04
2011,PA: Scranton,4574.28
2012,PA: Scranton,3974.14
2013,PA: Scranton,4055.39
2014,PA: Scranton,4129.97
2015,PA: Scranton,4509.75
2016,PA: Scranton,4640.76
2017,PA: Scranton,4981.4
1977,PA: Wilkes-Barre,4028.09
1978,PA: Wilkes-Barre,2803.54
1979,PA: Wilkes-Barre,3662.53
1980,PA: Wilkes-Barre,2657.89
1981,PA: Wilkes-Barre,2478.5
1982,PA: Wilkes-Barre,2702.83
1983,PA: Wilkes-Barre,2609.75
1984,PA: Wilkes-Barre,2604.38
1985,PA: Wilkes-Barre,2589.97
1986,PA: Wilkes-Barre,2552.49
1987,PA: Wilkes-Barre,2802.03
1988,PA: Wilkes-Barre,2821.85
1989,PA: Wilkes-Barre,2898.14
1990,PA: Wilkes-Barre,3051.11
1991,PA: Wilkes-Barre,2927.41
1992,PA: Wilkes-Barre,3051.96
1993,PA: Wilkes-Barre,3271.87
1994,PA: Wilkes-Barre,3366.99
1995,PA: Wilkes-Barre,3431.76
1996,PA: Wilkes-Barre,3583.69
1997,PA: Wilkes-Barre,3667.97
1998,PA: Wilkes-Barre,3638.71
1999,PA: Wilkes-Barre,3687.87
2000,PA: Wilkes-Barre,3888.85
2001,PA: Wilkes-Barre,3712.24
2002,PA: Wilkes-Barre,3774.71
2003,PA: Wilkes-Barre,3857.38
2004,PA: Wilkes-Barre,3966.72
2005,PA: Wilkes-Barre,4153.03
2006,PA: Wilkes-Barre,4189.82
2007,PA: Wilkes-Barre,4691.26
2008,PA: Wilkes-Barre,4533.04
2009,PA: Wilkes-Barre,3805.97
2010,PA: Wilkes-Barre,4922.4
2011,PA: Wilkes-Barre,5112.75
2012,PA: Wilkes-Barre,4568.11
2013,PA: Wilkes-Barre,4890.81
2014,PA: Wilkes-Barre,4940.36
2015,PA: Wilkes-Barre,4578.67
2016,PA: Wilkes-Barre,4564.6
2017,PA: Wilkes-Barre,5138.77
1977,PA: York,2783.82
1978,PA: York,2890.17
1979,PA: York,2843.59
1980,PA: York,2692.4
1981,PA: York,2331.9
1982,PA: York,2528.31
1983,PA: York,2873.63
1984,PA: York,2890.48
1985,PA: York,3565.81
1986,PA: York,3747.59
1987,PA: York,3374.31
1988,PA: York,3434.79
1989,PA: York,3590.94
1990,PA: York,3742.61
1991,PA: York,3636.41
1992,PA: York,3841.2
1993,PA: York,4073.05
1994,PA: York,4106.22
1995,PA: York,4112.47
1996,PA: York,4344.22
1997,PA: York,4440.69
1998,PA: York,4561.75
1999,PA: York,4613.49
2000,PA: York,4379.75
2001,PA: York,4257.31
2002,PA: York,4913.68
2003,PA: York,5418.05
2004,PA: York,5777.27
2005,PA: York,5937.47
2006,PA: York,6303.9
2007,PA: York,6576.47
2008,PA: York,6062.49
2009,PA: York,5769.62
2010,PA: York,6805.62
2011,PA: York,6765.65
2012,PA: York,6241.19
2013,PA: York,6480.23
2014,PA: York,6584.1
2015,PA: York,6421.0
2016,PA: York,6429.64
2017,PA: York,6903.76
1977,RI: Providence,2897.43
1978,RI: Providence,2986.11
1979,RI: Providence,3215.54
1980,RI: Providence,2787.21
1981,RI: Providence,2860.85
1982,RI: Providence,3102.63
1983,RI: Providence,3259.0
1984,RI: Providence,3099.26
1985,RI: Providence,3387.15
1986,RI: Providence,3255.88
1987,RI: Providence,3135.1
1988,RI: Providence,3416.1
1989,RI: Providence,3251.96
1990,RI: Providence,3564.57
1991,RI: Providence,3798.74
1992,RI: Providence,3826.67
1993,RI: Providence,3822.22
1994,RI: Providence,4843.54
1995,RI: Providence,3971.2
1996,RI: Providence,4154.41
1997,RI: Providence,4384.53
1998,RI: Providence,4573.22
1999,RI: Providence,4242.49
2000,RI: Providence,4232.94
2001,RI: Providence,4569.13
2002,RI: Providence,4800.38
2003,RI: Providence,5288.48
2004,RI: Providence,5680.07
2005,RI: Providence,5149.17
2006,RI: Providence,5227.85
2007,RI: Providence,6049.42
2008,RI: Providence,5518.89
2009,RI: Providence,5100.75
2010,RI: Providence,5495.2
2011,RI: Providence,5709.37
2012,RI: Providence,5573.4
2013,RI: Providence,5920.38
2014,RI: Providence,5875.91
2015,RI: Providence,5770.03
2016,RI: Providence,5846.88
2017,RI: Providence,5826.58
1977,RI: Warwick,2274.78
1978,RI: Warwick,2413.22
1979,RI: Warwick,2385.12
1980,RI: Warwick,2293.44
1981,RI: Warwick,2220.76
1982,RI: Warwick,2371.29
1983,RI: Warwick,2564.97
1984,RI: Warwick,2543.68
1985,RI: Warwick,2517.49
1986,RI: Warwick,2800.56
1987,RI: Warwick,2882.48
1988,RI: Warwick,2867.15
1989,RI: Warwick,2753.94
1990,RI: Warwick,2920.58
1991,RI: Warwick,3236.06
1992,RI: Warwick,3270.0
1993,RI: Warwick,3229.63
1994,RI: Warwick,3261.32
1995,RI: Warwick,3335.48
1996,RI: Warwick,3668.36
1997,RI: Warwick,3921.03
1998,RI: Warwick,3981.5
1999,RI: Warwick,4240.96
2000,RI: Warwick,4359.86
2001,RI: Warwick,4410.42
2002,RI: Warwick,4409.82
2003,RI: Warwick,5203.35
2004,RI: Warwick,4741.97
2005,RI: Warwick,4529.44
2006,RI: Warwick,4615.28
2007,RI: Warwick,4969.03
2008,RI: Warwick,4194.34
2009,RI: Warwick,3721.43
2010,RI: Warwick,5061.75
2011,RI: Warwick,5211.35
2012,RI: Warwick,4456.47
2013,RI: Warwick,5043.56
2014,RI: Warwick,4948.18
2015,RI: Warwick,4494.46
2016,RI: Warwick,4659.43
2017,RI: Warwick,5109.7
1977,SC: Charleston,2690.42
1978,SC: Charleston,2995.41
1979,SC: Charleston,2843.6
1980,SC: Charleston,2543.8
1981,SC: Charleston,2722.91
1982,SC: Charleston,2710.13
1983,SC: Charleston,2856.2
1984,SC: Charleston,3061.72
1985,SC: Charleston,3536.26
1986,SC: Charleston,3777.07
1987,SC: Charleston,4022.3
1988,SC: Charleston,3874.54
1989,SC: Charleston,3901.13
1990,SC: Charleston,4435.29
1991,SC: Charleston,4322.26
1992,SC: Charleston,4627.4
1993,SC: Charleston,4553.99
1994,SC: Charleston,4940.84
1995,SC: Charleston,5127.85
1996,SC: Charleston,4836.39
1997,SC: Charleston,5083.78
1998,SC: Charleston,5141.87
1999,SC: Charleston,5282.27
2000,SC: Charleston,5237.67
2001,SC: Charleston,5291.03
2002,SC: Charleston,5445.84
2003,SC: Charleston,5417.28
2004,SC: Charleston,5603.74
2005,SC: Charleston,5939.45
2006,SC: Charleston,6028.25
2007,SC: Charleston,5784.19
2008,SC: Charleston,5714.23
2009,SC: Charleston,5072.63
2010,SC: Charleston,4915.06
2011,SC: Charleston,5645.6
2012,SC: Charleston,5661.34
2013,SC: Charleston,5659.55
2014,SC: Charleston,5676.51
2015,SC: Charleston,6140.64
2016,SC: Charleston,6051.64
2017,SC: Charleston,6431.24
1977,SC: Columbia,2866.6
1978,SC: Columbia,2918.87
1979,SC: Columbia,2795.27
1980,SC: Columbia,2638.45
1981,SC: Columbia,2839.48
1982,SC: Columbia,3152.12
1983,SC: Columbia,2936.34
1984,SC: Columbia,3254.74
1985,SC: Columbia,3273.86
1986,SC: Columbia,3361.02
1987,SC: Columbia,3514.37
1988,SC: Columbia,3386.07
1989,SC: Columbia,3675.01
1990,SC: Columbia,3848.61
1991,SC: Columbia,3734.57
1992,SC: Columbia,3854.31
1993,SC: Columbia,4522.92
1994,SC: Columbia,4365.03
1995,SC: Columbia,4510.77
1996,SC: Columbia,4756.49
1997,SC: Columbia,5005.94
1998,SC: Columbia,6149.53
1999,SC: Columbia,6187.3
2000,SC: Columbia,6022.69
2001,SC: Columbia,4571.96
2002,SC: Columbia,4572.69
2003,SC: Columbia,5027.63
2004,SC: Columbia,4716.92
2005,SC: Columbia,4456.23
2006,SC: Columbia,4733.26
2007,SC: Columbia,4382.26
2008,SC: Columbia,4864.11
2009,SC: Columbia,5694.97
2010,SC: Columbia,5403.57
2011,SC: Columbia,5118.22
2012,SC: Columbia,5167.51
2013,SC: Columbia,4913.63
2014,SC: Columbia,5053.5
2015,SC: Columbia,5209.9
2016,SC: Columbia,5254.04
2017,SC: Columbia,5379.59
1977,SD: Rapid City,2709.93
1978,SD: Rapid City,2557.0
1979,SD: Rapid City,2572.22
1980,SD: Rapid City,2229.96
1981,SD: Rapid City,2374.11
1982,SD: Rapid City,2188.16
1983,SD: Rapid City,2158.65
1984,SD: Rapid City,2178.52
1985,SD: Rapid City,3270.21
1986,SD: Rapid City,2519.2
1987,SD: Rapid City,2727.89
1988,SD: Rapid City,2550.61
1989,SD: Rapid City,2496.05
1990,SD: Rapid City,2665.95
1991,SD: Rapid City,2606.51
1992,SD: Rapid City,2834.8
1993,SD: Rapid City,2585.68
1994,SD: Rapid City,2760.05
1995,SD: Rapid City,2704.62
1996,SD: Rapid City,2870.91
1997,SD: Rapid City,3175.64
1998,SD: Rapid City,3138.03
1999,SD: Rapid City,3214.14
2000,SD: Rapid City,3130.48
2001,SD: Rapid City,3250.18
2002,SD: Rapid City,3382.86
2003,SD: Rapid City,3579.72
2004,SD: Rapid City,3734.2
2005,SD: Rapid City,3653.9
2006,SD: Rapid City,3854.62
2007,SD: Rapid City,4096.2
2008,SD: Rapid City,4238.37
2009,SD: Rapid City,4240.55
2010,SD: Rapid City,4305.85
2011,SD: Rapid City,4252.69
2012,SD: Rapid City,4363.26
2013,SD: Rapid City,4293.3
2014,SD: Rapid City,4130.8
2015,SD: Rapid City,4137.63
2016,SD: Rapid City,4241.13
2017,SD: Rapid City,4274.4
1977,SD: Sioux Falls,2687.58
1978,SD: Sioux Falls,2993.48
1979,SD: Sioux Falls,2688.9
1980,SD: Sioux Falls,2549.99
1981,SD: Sioux Falls,2691.34
1982,SD: Sioux Falls,2728.07
1983,SD: Sioux Falls,2711.81
1984,SD: Sioux Falls,2677.19
1985,SD: Sioux Falls,2860.6
1986,SD: Sioux Falls,3019.81
1987,SD: Sioux Falls,2928.93
1988,SD: Sioux Falls,2865.81
1989,SD: Sioux Falls,2841.86
1990,SD: Sioux Falls,2987.3
1991,SD: Sioux Falls,2974.66
1992,SD: Sioux Falls,3027.58
1993,SD: Sioux Falls,3044.2
1994,SD: Sioux Falls,3259.87
1995,SD: Sioux Falls,3164.73
1996,SD: Sioux Falls,3200.97
1997,SD: Sioux Falls,3256.1
1998,SD: Sioux Falls,3564.46
1999,SD: Sioux Falls,3769.52
2000,SD: Sioux Falls,3738.0
2001,SD: Sioux Falls,3577.53
2002,SD: Sioux Falls,3606.45
2003,SD: Sioux Falls,4241.7
2004,SD: Sioux Falls,4253.43
2005,SD: Sioux Falls,4130.17
2006,SD: Sioux Falls,3948.94
2007,SD: Sioux Falls,4271.82
2008,SD: Sioux Falls,4284.5
2009,SD: Sioux Falls,3494.18
2010,SD: Sioux Falls,4511.19
2011,SD: Sioux Falls,4289.39
2012,SD: Sioux Falls,4007.56
2013,SD: Sioux Falls,4359.84
2014,SD: Sioux Falls,4615.28
2015,SD: Sioux Falls,4127.1
2016,SD: Sioux Falls,4193.81
2017,SD: Sioux Falls,4473.08
1977,TN: Chattanooga,7522.39
1978,TN: Chattanooga,7398.22
1979,TN: Chattanooga,6662.81
1980,TN: Chattanooga,6507.22
1981,TN: Chattanooga,6786.32
1982,TN: Chattanooga,6700.87
1983,TN: Chattanooga,7362.38
1984,TN: Chattanooga,7135.33
1985,TN: Chattanooga,7480.89
1986,TN: Chattanooga,7788.5
1987,TN: Chattanooga,8242.2
1988,TN: Chattanooga,8449.97
1989,TN: Chattanooga,8455.42
1990,TN: Chattanooga,8107.67
1991,TN: Chattanooga,8657.16
1992,TN: Chattanooga,8251.29
1993,TN: Chattanooga,8383.21
1994,TN: Chattanooga,8972.2
1995,TN: Chattanooga,8872.38
1996,TN: Chattanooga,9140.3
1997,TN: Chattanooga,9404.3
1998,TN: Chattanooga,9403.3
1999,TN: Chattanooga,9254.12
2000,TN: Chattanooga,9062.96
2001,TN: Chattanooga,9041.7
2002,TN: Chattanooga,9302.97
2003,TN: Chattanooga,9544.41
2004,TN: Chattanooga,10280.42
2005,TN: Chattanooga,9753.04
2006,TN: Chattanooga,10035.17
2007,TN: Chattanooga,10623.34
2008,TN: Chattanooga,9729.71
2009,TN: Chattanooga,9901.99
2010,TN: Chattanooga,10532.03
2011,TN: Chattanooga,11038.64
2012,TN: Chattanooga,10912.33
2013,TN: Chattanooga,10985.47
2014,TN: Chattanooga,10932.88
2015,TN: Chattanooga,11267.95
2016,TN: Chattanooga,11516.11
2017,TN: Chattanooga,11997.27
1977,TN: Knoxville,5277.0
1978,TN: Knoxville,6087.94
1979,TN: Knoxville,6290.73
1980,TN: Knoxville,5536.21
1981,TN: Knoxville,5959.33
1982,TN: Knoxville,6421.09
1983,TN: Knoxville,6352.26
1984,TN: Knoxville,6159.38
1985,TN: Knoxville,6123.65
1986,TN: Knoxville,7021.67
1987,TN: Knoxville,7038.57
1988,TN: Knoxville,6816.68
1989,TN: Knoxville,6775.98
1990,TN: Knoxville,6714.66
1991,TN: Knoxville,6594.35
1992,TN: Knoxville,6775.94
1993,TN: Knoxville,6719.53
1994,TN: Knoxville,7326.11
1995,TN: Knoxville,6725.55
1996,TN: Knoxville,7984.55
1997,TN: Knoxville,7667.38
1998,TN: Knoxville,8447.63
1999,TN: Knoxville,8262.89
2000,TN: Knoxville,7815.88
2001,TN: Knoxville,8317.81
2002,TN: Knoxville,7620.28
2003,TN: Knoxville,7968.36
2004,TN: Knoxville,8334.55
2005,TN: Knoxville,8228.66
2006,TN: Knoxville,9055.83
2007,TN: Knoxville,9203.83
2008,TN: Knoxville,8418.18
2009,TN: Knoxville,8479.64
2010,TN: Knoxville,9115.3
2011,TN: Knoxville,9123.72
2012,TN: Knoxville,8256.3
2013,TN: Knoxville,8810.44
2014,TN: Knoxville,8741.2
2015,TN: Knoxville,8553.97
2016,TN: Knoxville,7869.31
2017,TN: Knoxville,8780.86
1977,TN: Memphis,4879.49
1978,TN: Memphis,5343.2
1979,TN: Memphis,5175.88
1980,TN: Memphis,5208.86
1981,TN: Memphis,5287.02
1982,TN: Memphis,5479.06
1983,TN: Memphis,6294.77
1984,TN: Memphis,6420.01
1985,TN: Memphis,6395.5
1986,TN: Memphis,6481.05
1987,TN: Memphis,6619.68
1988,TN: Memphis,6537.82
1989,TN: Memphis,6571.89
1990,TN: Memphis,6523.62
1991,TN: Memphis,6420.95
1992,TN: Memphis,6595.13
1993,TN: Memphis,6497.8
1994,TN: Memphis,6984.93
1995,TN: Memphis,6680.92
1996,TN: Memphis,6496.25
1997,TN: Memphis,7032.76
1998,TN: Memphis,6881.07
1999,TN: Memphis,7666.44
2000,TN: Memphis,7382.51
2001,TN: Memphis,7424.28
2002,TN: Memphis,7568.46
2003,TN: Memphis,7664.63
2004,TN: Memphis,8588.87
2005,TN: Memphis,8696.1
2006,TN: Memphis,8607.79
2007,TN: Memphis,9746.76
2008,TN: Memphis,8717.07
2009,TN: Memphis,7518.2
2010,TN: Memphis,9497.14
2011,TN: Memphis,9852.72
2012,TN: Memphis,8132.98
2013,TN: Memphis,8605.29
2014,TN: Memphis,8580.19
2015,TN: Memphis,7825.57
2016,TN: Memphis,7188.21
2017,TN: Memphis,7958.67
1977,TN: Nashville,4131.77
1978,TN: Nashville,4794.15
1979,TN: Nashville,4647.73
1980,TN: Nashville,4449.46
1981,TN: Nashville,5382.73
1982,TN: Nashville,4638.03
1983,TN: Nashville,4563.46
1984,TN: Nashville,4731.76
1985,TN: Nashville,4939.68
1986,TN: Nashville,5607.24
1987,TN: Nashville,5988.8
1988,TN: Nashville,6157.92
1989,TN: Nashville,6163.57
1990,TN: Nashville,5990.13
1991,TN: Nashville,5842.87
1992,TN: Nashville,5844.78
1993,TN: Nashville,5631.48
1994,TN: Nashville,5839.81
1995,TN: Nashville,5723.7
1996,TN: Nashville,5944.56
1997,TN: Nashville,6307.62
1998,TN: Nashville,6292.76
1999,TN: Nashville,6210.15
2000,TN: Nashville,6305.95
2001,TN: Nashville,6175.56
2002,TN: Nashville,5602.14
2003,TN: Nashville,5961.08
2004,TN: Nashville,6370.13
2005,TN: Nashville,5964.35
2006,TN: Nashville,7015.46
2007,TN: Nashville,7496.63
2008,TN: Nashville,6393.2
2009,TN: Nashville,5740.76
2010,TN: Nashville,7010.7
2011,TN: Nashville,7276.13
2012,TN: Nashville,6408.34
2013,TN: Nashville,6841.87
2014,TN: Nashville,6969.93
2015,TN: Nashville,6639.23
2016,TN: Nashville,6201.24
2017,TN: Nashville,6849.11
1977,TX: Arlington,2308.49
1978,TX: Arlington,2411.51
1979,TX: Arlington,2415.82
1980,TX: Arlington,2534.53
1981,TX: Arlington,2797.98
1982,TX: Arlington,2736.61
1983,TX: Arlington,2854.94
1984,TX: Arlington,2984.74
1985,TX: Arlington,3466.46
1986,TX: Arlington,3149.67
1987,TX: Arlington,3322.79
1988,TX: Arlington,3151.72
1989,TX: Arlington,3364.32
1990,TX: Arlington,3171.23
1991,TX: Arlington,3004.8
1992,TX: Arlington,3338.62
1993,TX: Arlington,3170.07
1994,TX: Arlington,3347.16
1995,TX: Arlington,3259.35
1996,TX: Arlington,3220.82
1997,TX: Arlington,3292.74
1998,TX: Arlington,3373.88
1999,TX: Arlington,3545.34
2000,TX: Arlington,3732.79
2001,TX: Arlington,3819.69
2002,TX: Arlington,3992.62
2003,TX: Arlington,3896.43
2004,TX: Arlington,4076.48
2005,TX: Arlington,4372.58
2006,TX: Arlington,4480.45
2007,TX: Arlington,4965.98
2008,TX: Arlington,5122.34
2009,TX: Arlington,5256.32
2010,TX: Arlington,5931.87
2011,TX: Arlington,4815.15
2012,TX: Arlington,4501.47
2013,TX: Arlington,4348.33
2014,TX: Arlington,4509.47
2015,TX: Arlington,4448.48
2016,TX: Arlington,4511.03
2017,TX: Arlington,4439.42
1977,TX: Austin,4069.3
1978,TX: Austin,4161.28
1979,TX: Austin,4525.16
1980,TX: Austin,3928.1
1981,TX: Austin,4469.51
1982,TX: Austin,5108.57
1983,TX: Austin,5473.31
1984,TX: Austin,5228.2
1985,TX: Austin,5893.49
1986,TX: Austin,6097.84
1987,TX: Austin,6993.04
1988,TX: Austin,6183.96
1989,TX: Austin,6345.11
1990,TX: Austin,6120.54
1991,TX: Austin,5929.96
1992,TX: Austin,5874.06
1993,TX: Austin,5759.97
1994,TX: Austin,5878.48
1995,TX: Austin,5917.86
1996,TX: Austin,5958.81
1997,TX: Austin,5784.76
1998,TX: Austin,5703.15
1999,TX: Austin,5962.51
2000,TX: Austin,6447.5
2001,TX: Austin,6352.62
2002,TX: Austin,6193.9
2003,TX: Austin,6178.53
2004,TX: Austin,7226.43
2005,TX: Austin,6569.09
2006,TX: Austin,6596.34
2007,TX: Austin,7163.87
2008,TX: Austin,6792.05
2009,TX: Austin,5842.28
2010,TX: Austin,7441.86
2011,TX: Austin,6978.64
2012,TX: Austin,6830.23
2013,TX: Austin,6774.85
2014,TX: Austin,6799.92
2015,TX: Austin,7088.45
2016,TX: Austin,7105.05
2017,TX: Austin,7544.28
1977,TX: Corpus Christi,3326.54
1978,TX: Corpus Christi,3494.12
1979,TX: Corpus Christi,3637.35
1980,TX: Corpus Christi,3392.54
1981,TX: Corpus Christi,3187.39
1982,TX: Corpus Christi,3397.53
1983,TX: Corpus Christi,3852.99
1984,TX: Corpus Christi,3954.73
1985,TX: Corpus Christi,4260.02
1986,TX: Corpus Christi,4298.95
1987,TX: Corpus Christi,4341.49
1988,TX: Corpus Christi,4138.66
1989,TX: Corpus Christi,3997.66
1990,TX: Corpus Christi,4039.79
1991,TX: Corpus Christi,4019.26
1992,TX: Corpus Christi,4255.53
1993,TX: Corpus Christi,4262.39
1994,TX: Corpus Christi,4416.3
1995,TX: Corpus Christi,4362.97
1996,TX: Corpus Christi,4086.48
1997,TX: Corpus Christi,4240.68
1998,TX: Corpus Christi,3792.59
1999,TX: Corpus Christi,3888.04
2000,TX: Corpus Christi,3996.46
2001,TX: Corpus Christi,3968.27
2002,TX: Corpus Christi,4190.48
2003,TX: Corpus Christi,4150.2
2004,TX: Corpus Christi,4182.67
2005,TX: Corpus Christi,4170.9
2006,TX: Corpus Christi,4313.27
2007,TX: Corpus Christi,4267.62
2008,TX: Corpus Christi,4202.54
2009,TX: Corpus Christi,4408.95
2010,TX: Corpus Christi,4532.74
2011,TX: Corpus Christi,4371.05
2012,TX: Corpus Christi,4154.41
2013,TX: Corpus Christi,4428.88
2014,TX: Corpus Christi,4341.58
2015,TX: Corpus Christi,4814.08
2016,TX: Corpus Christi,4544.68
2017,TX: Corpus Christi,4718.95
1977,TX: Dallas,3142.81
1978,TX: Dallas,3170.21
1979,TX: Dallas,3168.84
1980,TX: Dallas,3022.36
1981,TX: Dallas,3025.27
1982,TX: Dallas,3112.3
1983,TX: Dallas,3391.32
1984,TX: Dallas,3525.38
1985,TX: Dallas,3852.24
1986,TX: Dallas,3980.34
1987,TX: Dallas,4056.16
1988,TX: Dallas,4217.57
1989,TX: Dallas,4005.79
1990,TX: Dallas,4297.12
1991,TX: Dallas,4180.21
1992,TX: Dallas,4637.36
